n_samples,n_features,Replicate,CPU_Runtime_sec,CPU_ARI,CPU_NMI
10000,50,41,0.008057594299316406,0.7824177479965777,0.9054813560903949
10000,50,42,0.0355072021484375,0.7190366232134116,0.8649945144675416
10000,50,43,0.007650852203369141,1.0,1.0
10000,50,44,0.007624626159667969,1.0,1.0
10000,50,45,0.024571895599365234,0.719377016907222,0.8651402656628572
10000,50,46,0.0072596073150634766,1.0,1.0
10000,50,47,0.014891386032104492,0.7190077262930292,0.8649821574806975
10000,50,48,0.027212858200073242,0.7190313692916812,0.8649922675815622
10000,50,49,0.033349037170410156,0.7190224375596704,0.8649884480397323
10000,50,50,0.04302620887756348,0.40465498812216066,0.6837986892004275
10000,50,51,0.008297920227050781,1.0,1.0
10000,50,52,0.025870323181152344,0.719008251699237,0.8649823821338563
10000,50,53,0.006831169128417969,1.0,1.0
10000,50,54,0.007199764251708984,1.0,1.0
10000,50,55,0.018976926803588867,0.7190077262930292,0.8649821574806975
10000,50,56,0.010362863540649414,1.0,1.0
10000,50,57,0.01843547821044922,0.7190339305820665,0.8649933629295313
10000,50,58,0.02186894416809082,0.40470056297074386,0.6838261176583257
10000,50,59,0.022371530532836914,0.719014228174894,0.8649849376139189
10000,50,60,0.02860260009765625,0.40474019705049974,0.6838500662017433
10000,50,61,0.030336856842041016,0.7194709587906092,0.865180552274693
10000,50,62,0.010610818862915039,1.0,1.0
10000,50,63,0.008758306503295898,1.0,1.0
10000,50,64,0.007191658020019531,1.0,1.0
10000,50,65,0.021694660186767578,0.7191024918511187,0.8650226908801242
10000,50,66,0.0071218013763427734,1.0,1.0
10000,50,67,0.020111083984375,0.7191466206886659,0.8650415750998599
10000,50,68,0.0076901912689208984,1.0,1.0
10000,50,69,0.03007030487060547,0.7191180553748309,0.8650293503620692
10000,50,70,0.047933340072631836,0.4048573942899293,0.6839202070437487
10000,50,71,0.01980304718017578,0.7190339305820665,0.8649933629295313
10000,50,72,0.00848841667175293,1.0,1.0
10000,50,73,0.03664445877075195,0.7190129803423475,0.8649844040444973
10000,50,74,0.03562736511230469,0.5332515040773123,0.7315724957648048
10000,50,75,0.00746607780456543,1.0,1.0
10000,50,76,0.0060749053955078125,1.0,1.0
10000,50,77,0.010125398635864258,1.0,1.0
10000,50,78,0.016391277313232422,0.7824177479965777,0.9054813560903947
10000,50,79,0.0189206600189209,0.40465516994036554,0.683798847558001
10000,50,80,0.02122783660888672,0.7190156073563743,0.8649855273532409
10000,50,81,0.02105855941772461,0.7194278950135337,0.8651620811940263
10000,50,82,0.009801864624023438,1.0,1.0
10000,50,83,0.03142189979553223,0.7190118638592398,0.8649839266437006
10000,50,84,0.027984619140625,0.7171927932424345,0.8599278177709636
10000,50,85,0.007675647735595703,1.0,1.0
10000,50,86,0.01127481460571289,1.0,1.0
10000,50,87,0.014872074127197266,1.0,1.0
10000,50,88,0.02541041374206543,0.7190093025108019,0.8649828314423214
10000,50,89,0.00710606575012207,1.0,1.0
10000,50,90,0.009026288986206055,1.0,1.0
10000,50,91,0.020049333572387695,0.4046932905116931,0.6838223096454704
10000,50,92,0.007866859436035156,1.0,1.0
10000,50,93,0.027770042419433594,0.7190100249430947,0.8649831403435522
10000,50,94,0.02159571647644043,0.7190366232134116,0.8649945144675414
10000,50,95,0.014637470245361328,0.7191589658982435,0.865046859091342
10000,50,96,0.011734247207641602,1.0,1.0
10000,50,97,0.019759654998779297,0.719563381928293,0.8652202139133799
